,class,tweet
5428,1,@_tee13 @TorahBlaze @Tommyguns____ @SoftestMuffin let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit
5429,1,@_theDarius bitch get that job first.
5430,1,@_theDarius bitch just be looking for my shit.
5431,1,@_theDarius bitch.
5432,1,@_theDarius boy I was clean in them bitches.
5433,1,@_thecrave only if it's funny tweets about ashy niggers
5434,1,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;
5435,1,@_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here
5436,1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place
5437,1,"@_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents"
5438,1,"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied"
5439,1,@_tonydennis it's trash ik just wanted to fuck with Dorsey
5440,1,@_travvv's pussy. http://t.co/aXm9PCw95T
5441,1,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;
5442,0,"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
5443,0,"@_womanoverboard ""nigger"""
5444,1,"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch"
5445,1,@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol
5446,1,@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up
5447,1,@_xpriceless_ bitch take dat shit down imediatly
5448,1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out
5449,1,@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u
5450,1,@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major
5451,1,@_xpriceless_ naw fuck u bitch and go suck up cartier
5452,1,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying
5453,1,@_xxsarafina haha that hoe go hard rt
5454,1,@aBartick the bitch in the purple shorts and Aqua beats
5455,1,@a_murda_ happy birthday bad bitch
5456,1,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?
5457,1,"@aaryneliza im 60 n I hate elissa, a fake ass cunt"
5458,0,@aasthaxoxo oh shut your mouth i was talkin about the morning you fag
5459,1,@aaymee29 no that's fucking retarded are you drinking tonight or not?
5460,1,@abbey_kuck I just whooped your ass why you turnin pussy
5461,1,@abbywiseman1 haha you were that bitch on our team &#128521;
5462,1,@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles
5463,2,@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-)
5464,1,@actionLLJackson unless bitch is a word for awesome they are wrong
5465,1,@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch
5466,2,@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.
5467,1,@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8
5468,1,@aerinblazin right &#128514;&#128557; okay bitch
5469,1,@afuehring is little bitch an emotion? Cuz I'm feeling it..
5470,1,@ahimla2 - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!
5471,1,"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;"
5472,1,@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao
5473,1,"@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!
Nothing going on, nothing to do, nothing to bitch about, few laws"
5474,2,@aj2amazing Obispo ho. We'll do it big
5475,1,@aj2amazing you already know mane since 6th grade I've been killin hoes
5476,1,@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica
5477,1,"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal."
5478,2,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie
5479,1,@akaYankeee bitch probably deserved it lol
5480,1,@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch
5481,1,@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego
5482,1,@alanaaaaaa_ pussy
5483,1,@alanaaaaaa_ why are you laughing . That's you hoe &#128514;
5484,2,@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco
5485,0,"@aldofelix naw dude I wish, they're white trash"
5486,1,@alesiahenderson wat a faggot
5487,1,@alexbenovich more than you run pussy
5488,1,"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!"
5489,1,@alexiscarfield ya damn right nigglet! :D
5490,0,@alexissert leave dyke
5491,1,@alexissixela__ stfu youre a pussy sit your ass down with all that noise
5492,1,@alexisxisabel death to attention hoes
5493,2,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!"
5494,1,@alexrice_ wow your like 3 years late bitch
5495,1,@alexrojas_10 pussy
5496,1,@alexrojas_10 yo fag Rojas
5497,1,@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does
5498,1,@alexxx_carr18 bitch what?
5499,1,@aliciaNOTalisha idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and
5500,1,@alisha_serv thats wassup how u got bitches sending you booty pics tho lol
5501,1,@alizahwi Make yo bitch open her legs.
5502,1,@alliemathews tweet but don't text back ok fag
5503,2,@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play
5504,1,@allsportsbruh literally retarded. You were dropped on your head.
5505,0,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded
5506,1,@allyssasss I was a fag back then
5507,2,"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points."
5508,1,"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi"
5509,1,@alwayznpolo fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. @tarah_dactyl_
5510,1,@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol
5511,0,@alyssawiens faggot
5512,0,@amandabynes i can give you some of my clothes so you can look like a cute dyke
5513,0,@amarierubio chink eyed !
5514,1,"@ambitiousBree trueee, but I can't wait til the day a bitch try me!!!!"
5515,1,"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!"
5516,1,@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch
5517,1,"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman..."
5518,1,@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh
5519,2,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama
5520,1,"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice...."
5521,1,@andrewzoudo @BlVckbricks I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas
5522,1,@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.
5523,1,@angelo_GL @Tommy_Russell_ yall aint gon get a stitch of pussy....
5524,1,@angelo_GL oh yea a-lo aka mr bitches lmao
5525,1,@angelo_papale lol now all ya need is sum beacg bod abs pussy boy
5526,1,@anggxo get off my twitter fag
5527,1,@anniec0429 ugly white bitch
5528,2,"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin."
5529,1,@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle
5530,0,"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch"
5531,1,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip
5532,1,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum."
5533,2,@ariennajanee its mutual my lil yellow bone&#127827;
5534,2,@ariennajanee thats why youz a yellow bone &#128155;&#128155;
5535,1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?
5536,1,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;
5537,1,@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.
5538,1,@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
5539,1,@asdfgheatherr no not tonight you're gonna hoe tomorrow
5540,1,@asheZ29 @mskyleighmarie bitches &#128530;
5541,0,@ashhruggiero happy birthday queer
5542,2,@ashley_smith20 colored contacts
5543,1,@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up
5544,1,@ashleyrike sick bitch!!
5545,2,@ashleyypat17 if im trash ur trash since we baes now
5546,1,@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses
5547,2,@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me
5548,0,@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.
5549,0,@asshole_king pats owner is a kike.
5550,0,@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.
5551,1,@assholee813 such a hoe
5552,1,@atheistfront @CutRealty @A_M_Perez @ATHE1STP0WER yea spell check is a bitch... lets stay on topic
5553,1,@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.
5554,0,@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2
5555,2,@aurabogado el negro?
5556,1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...
5557,0,@austin_farrar your a fucking queer faggot bitch
5558,1,@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf I just said and its not Christopher it's Chris mf
5559,2,@awfulbot are you a pig or are you a bird
5560,1,@b0ss561 just beat the pussy up
5561,1,@b0ssladyRe go to sleep bitch
5562,1,@b0ssladyRe lmao you wish bitch
5563,2,@b0ssladyre just ate a wees brownie and is seeing random cats
5564,1,@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch
5565,2,@b1gsean21 lets just say hellen keller makes better brownies
5566,1,@b_scheich &#128072;&#128166; salute a bad bitch
5567,1,@b_shiznitt @italian_montana wtf you bitches seen this without me
5568,1,@b_shiznitt cum thru bitch
5569,1,@b_shiznitt fuck off bitch
5570,1,@b_shiznitt fuck you bitch
5571,1,@b_shiznitt wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag
5572,1,@b_shiznitt what's good pussy
5573,1,@b_shiznitt you lying bitch
5574,1,@baaaabyshaaaay_ My niggah!!
5575,1,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!
5576,1,@baaaabyshaaaay_ Yassss bitch!!
5577,1,@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol
5578,1,"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;"
5579,1,@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard
5580,0,"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G"
5581,1,@badluckbella_ that's lil nig &#128526;
5582,1,@badnewsbridget @MorbidMermaid @EvanBecker513 you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag
5583,1,@badnewsbridget lol fag
5584,0,"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl"""
5585,2,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe
5586,2,@ballzahoy cowboy killers.&#128525;
5587,2,@basedgvbe trash
5588,1,@baskgod nah it's just Clowney being a bitch nigga
5589,1,"@bayjackson3 lol it's a crew, not actual hoes"
5590,1,@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib
5591,1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.
5592,1,@bbluedreamm @chris_cruz1 @Hunglikerobby_ don't be a bitch then?
5593,1,@bbluedreamm @kelliestebbins how original you faggots&#128530;&#128557;
5594,1,@bbluedreamm bitch don't reply&#128524;
5595,1,@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh
5596,1,@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;
5597,1,@beenlame @FuckTraVonn faggot
5598,2,"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day."
5599,0,@beesands10 But that's what you call white trash with money!!!!!
5600,0,@bellaangeletti no ud still be a fag if I was lolz
5601,0,@bellaangeletti ur a fag
5602,1,@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @TimTebow - they just HATE it when gays r successful.
5603,1,"@bernadettvajda they always put gingers in red, yellow, or leopard print."
5604,1,"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing."
5605,2,@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :)
5606,1,@betysweetcocker that's white woman pussy
5607,1,@bigDickdoane positive thoughts nig nog &#128522;
5608,1,@big_business_ lmao dog just type them out and let them faggots try to decipher it.
5609,2,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports."
5610,1,@biggerboat99 please be a little depressed bitch the entire time
5611,1,@bigksmoove them hoes look good
5612,1,@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe
5613,1,@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch
5614,1,@bijoudulcet geminis rule hoe. &#128524;
5615,1,@bill_gaines @MorningJoe ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.
5616,2,@billyeichner Since @TomCruise will be a hoser... hi.
5617,2,@billyrunaway Hope she's larger than a bird.
5618,1,@binniemouse bitch don't kill my vibe
5619,1,@bitchdicknigga yeah cum itch my slit baby cakes
5620,0,@bitchdicknigga you're a fucking nigger
5621,1,@bitchkrieg HBIC....... Head bitch in charge. Lol
5622,0,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
5623,1,@bitchsides you're a bitch Ihy
5624,2,@bitty_boop @Oreo cookies sound wonderful.
5625,1,"@bjohnson613 This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you."
5626,2,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?
