,username,followers,following,work_raw,education_raw
3170,@joanna,0,0,,
3171,@rickhanlonii,23,19,,
3172,@johnsalzarulo,7,31,Software Dev,
3173,@mgmaquieira,2,3,,
3174,@jvmeier,0,0,Data,Bachelor's Degree
3175,@rodolphe,172,30,Startup Founder,
3176,@hspec,0,2,Community,
3177,@jumpoffio,0,0,,
3178,@stiensf,0,0,,
3179,@tinchoarg,1,3,,
3180,@theswiss,1,1,Startup Founder,
3181,@ptsui,3,3,,
3182,@ericgowens,0,2,,
3183,@martinbcg,5,9,Startup Founder,
3184,@gunar,5,2,,
3185,@adampbarrett,3,4,,
3186,@rowforsilence,0,1,,
3187,@gonzaloinnocenti,1,0,,
3188,@holly,0,0,,
3189,@garethbjenkins,1,0,Blogging,
3190,@llun,3,4,,
3191,@mdlc,1,0,,
3192,@mjmmayernick,0,0,,
3193,@salman,2,3,"Product Manager, Blogging",
3194,@julian_currie,0,0,,
3195,@simonschmalfeld,0,0,,
3196,@kevintheair,1,5,"Startup Founder, Finance, Crypto",Master's Degree
3197,@laurenacarey,1,4,,
3198,@tanjas,0,0,,
3199,@patrickleescott,0,0,,
3200,@shadi,0,0,"Mobile Dev, Startup Founder, Crypto",Master's Degree
3201,@nevilhulspas,3,2,,
3202,@micheltriana,0,0,,
3203,@writingdreamer,0,0,,
3204,@alonkatz,1,1,,
3205,@livingstonm,5,10,Creative,
3206,@woontan,2,0,Community,
3207,@richpoirier,0,0,,
3208,@balancecircle,14,9,,
3209,@lswank,0,1,,
3210,@liza,0,0,,
3211,@anna_ceachirova,1,0,,
3212,@davidpeake,2,0,Marketing,
3213,@m71893,0,1,,
3214,@spen_taylor,1,0,,
3215,@caitlynsmith,0,0,,
3216,@blomster,0,0,,
3217,@isander,0,0,,
3218,@julienarcin,1,0,Startup Founder,
3219,@koss_lebedev,3,7,,
3220,@dominik,2,0,,
3221,@mikeislearning,5,3,Startup Founder,
3222,@gabo,1,0,,
3223,@ben_bonifant,0,0,,
3224,@robertklubenspies,0,0,,
3225,@kantong,1,3,,
3226,@roseeppensteiner,1,0,,
3227,@citybythebea,1,0,,
3228,@tgamrekeli,1,1,,
3229,@tiffany,119,23,,
3230,@r6w,1,1,,
3231,@gnzlt,1,2,"Software Dev, Mobile Dev",
3232,@journeytech_ca,0,5,"Mobile Dev, Startup Founder",
3233,@mrmoje,2,2,Software Dev,
3234,@drorliebenthal,0,2,,
3235,@polinakocheva,6,3,"Startup Founder, Blogging",
3236,@kundi,0,1,,
3237,@pbaumann,3,5,,
3238,@enaros,0,1,,
3239,@nefbonifacio,4,8,,
3240,@andym,0,0,,
3241,@shaun,0,0,,
3242,@sybrenvkesteren,0,0,,
3243,@abhi_mallik,5,2,Blogging,
3244,@facebook,0,0,"Web Dev, Software Dev, Ecommerce, SaaS",High School
3245,@louroboros,24,16,,
3246,@noah,3,12,,
3247,@ohenrik,0,6,,
3248,@isaac98,0,0,,
3249,@reald3us,0,0,,
3250,@stnly,5,15,,
3251,@charlespwd,1,2,,
3252,@brecht,2,2,,
3253,@kayelincoln,0,1,,
3254,@sturob,1,1,"Crypto, Data",
3255,@saihood,0,0,,
3256,@gregbrand,0,3,,
3257,@jamesohsull,2,1,,
3258,@so,0,0,Ecommerce,Bachelor's Degree
3259,@lancelot,0,0,"Startup Founder, Finance, Crypto, Sports",
3260,@dtoseland,0,0,,
3261,@kyleschutter,0,0,,
3262,@tomstarr,0,0,,
3263,@merlina,0,0,,
3264,@job,0,0,,
3265,@camemco,20,13,Startup Founder,
3266,@winum,9,14,Marketing,
3267,@aren,0,0,,
3268,@melvynmouflin,0,0,,
3269,@jangafx,0,0,,
3270,@tomislavmamic,15,25,,
3271,@pmilos99,1,0,,
3272,@acallaghan,0,0,,
3273,@ashwooders,0,1,,
3274,@brianswichkow,7,4,,
3275,@vaida,1,1,,
3276,@orlandogoncalves,0,0,,
3277,@jazic,2,2,Product Manager,
3278,@motazelewa,1,4,,
3279,@hanibash,5,1,,
3280,@edward_,6,6,,
3281,@connorgrooms,18,4,,
3282,@talon39,0,0,,
3283,@jwalsh,0,0,,
3284,@jon_snow_pt,0,0,,
3285,@maxroyale,2,1,,
3286,@aileen,0,0,,
3287,@fukutomy,0,0,,
3288,@iamlei,0,1,,
3289,@etienne,0,2,,
3290,@mwotton,19,14,Data,
3291,@superlopuh,0,1,,
3292,@farahato,2,3,Marketing,
3293,@mikecastro26,3,9,,
3294,@londonranking,0,0,Marketing,
3295,@fagelstrom,0,0,,
3296,@jsuccar,1,4,,
3297,@mail300,0,0,,
3298,@vlamic,0,0,,
3299,@chrissleys,0,0,,
3300,@gianberselli,0,0,Creative,Master's Degree
3301,@evachuishere,7,4,,
3302,@rodcul,4,1,"Startup Founder, Product Manager, Coach",
3303,@stacycadence,0,0,,
3304,@meettherebels,7,10,"Startup Founder, Marketing",
3305,@desperado,0,1,,
3306,@brmolin,2,2,,
3307,@violetazoeller,0,2,,
3308,@katelynmsmith,146,135,"Startup Founder, Blogging",
3309,@tswallen,1,0,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Startup Founder, Product Manager, Education, Creative, Marketing, Support","High School, Bachelor's Degree"
3310,@pabloserranof,0,0,,
3311,@luciddan,4,0,"Web Dev, Software Dev, Mobile Dev, Product Manager",
3312,@sander,0,0,,
3313,@mironmg27,0,1,,
3314,@ankeshkothari,1,2,Startup Founder,
3315,@bellaweo,0,0,,
3316,@mjmcshane1,1,8,,
3317,@serban,0,2,"Startup Founder, Education",
3318,@kevinejohn,2,10,Startup Founder,
3319,@bryanbeshore,6,6,Startup Founder,
3320,@chrisgj,1,0,"Community, Ecommerce",Bachelor's Degree
3321,@navymark224,0,0,,
3322,@christyre,4,4,Blogging,
3323,@nomadcook,0,0,"Software Dev, UI/UX Design, Creative, Blogging",Bachelor's Degree
3324,@iamkoh,7,2,,
3325,@stringnikolic,1,1,,
3326,@jakenyao,0,0,,
3327,@cubedeye,0,0,,
3328,@elisha,3,2,Marketing,
3329,@tiff,0,0,,
3330,@daniellauding,0,15,"Web Dev, Software Dev, UI/UX Design, Startup Founder, Finance, Creative, Data, Fitness, Community, Marketing, SaaS, Geo, Sports, Hospitality",High School
3331,@teoteochanturia,2,2,,
3332,@alexiscreuzot,0,1,"Software Dev, Mobile Dev, UI/UX Design, Crypto, Data, Fitness, Sports",Master's Degree
3333,@josh_works,14,10,Software Dev,
3334,@carly,1,1,,
3335,@mattia,1,5,"Startup Founder, Creative, Journalism, Blogging, Fitness, Community, Marketing, Ecommerce",Master's Degree
3336,@gmisjura1,0,0,,
3337,@abbygmcclain,1,0,Marketing,
3338,@crtvhd,25,24,,
3339,@davidgsylvia,0,0,,
3340,@rorymcdougall,0,0,Politics,
3341,@herdis3h,0,0,,
3342,@arlefreak,1,3,,
3343,@egarbugli,21,21,Startup Founder,
3344,@bfirsh,11,6,,
3345,@tomhunt88,39,27,Startup Founder,
3346,@fotoverite,10,9,,
3347,@dpashley,3,3,,
3348,@niklasmodess,2,0,,
3349,@orenkurve,7,4,"UI/UX Design, Startup Founder, Product Manager",
3350,@madebygus,3,3,,
3351,@soerenr,1,5,,
3352,@twadlinger,0,0,Hospitality,
3353,@zibra,1,0,Creative,
3354,@elikem,0,0,,
3355,@fabioelbeck,0,0,,
3356,@simonlad,0,0,,
3357,@niclasnilsson,0,0,,
3358,@savannah_leona,1,0,,
3359,@katingalls,21,18,UI/UX Design,
3360,@elcompilla,0,0,,
3361,@conschneider,6,5,,
3362,@alexandrearanha,0,0,,
3363,@kristinasimakova,0,0,,
3364,@coralieherbert,1,0,,
3365,@sallf,0,0,,
3366,@rayanmakhmutov,2,3,,
3367,@jason147,1,0,"Education, Community, Hospitality","High School, Bachelor's Degree"
3368,@briantopping,11,9,,
3369,@will_picup,0,0,,
3370,@mbfestudio,3,1,Blogging,
3371,@lightmotif,4,3,,
3372,@tugi,0,1,,
3373,@miklern,3,3,Startup Founder,
3374,@emsu,2,2,,
3375,@austindean,0,0,,
3376,@cch3n,0,0,,
3377,@jenniferbrook,13,5,,
3378,@go_ginger_go,2,1,"Community, Marketing",
3379,@portobellowild,4,2,,
3380,@mhclapperton,0,0,,
3381,@sweaver,0,0,,
3382,@evan205,0,0,,
3383,@davidholt112,0,0,,Bachelor's Degree
3384,@iamfplaza,0,1,,
3385,@goombab,0,5,,
3386,@nathanjones,0,0,,
3387,@nickjnish,0,1,,
3388,@danny__garcia,6,16,Software Dev,
3389,@rrppspain,2,0,"Startup Founder, Finance, Product Manager, Education, Creative, Blogging, Community, Marketing, Sales, Ecommerce",Bachelor's Degree
3390,@anne_jin,0,0,Creative,Master's Degree
3391,@rubinsalamander,1,0,,
3392,@michalmikolajczyk,2,0,,
3393,@makersacademy,20,10,Web Dev,
3394,@gegenhuberthomas,0,0,,
3395,@seointhesun,8,12,Marketing,
3396,@georgebaltak,1,3,,
3397,@grantlyk,4,10,,
3398,@franceschina,0,0,,
3399,@malachivarga,1,1,Startup Founder,
3400,@rubaaaeeem,0,0,,
3401,@kchau,4,4,Marketing,
3402,@angelwing337,1,1,,
3403,@thiagoricieri,1,32,"Web Dev, Software Dev, Mobile Dev, Creative, Blogging, Community, SaaS, Sports",Bachelor's Degree
3404,@torehan,0,0,,
3405,@marcberr,1,0,"Web Dev, Software Dev, Mobile Dev, Game Dev, Startup Founder, Crypto, Product Manager, Marketing",Bachelor's Degree
3406,@brannonlucas,0,0,,
3407,@cryptoquick,8,12,,
3408,@trustmedesigner,1,0,Support,
3409,@krishamoud,0,0,"Web Dev, Software Dev, Mobile Dev, Game Dev, Fitness, Community",
3410,@xdrewx,0,0,,
3411,@vladgeorgescu,13,12,,
3412,@zywy,0,0,,
3413,@jamiesyke,31,14,"UI/UX Design, Startup Founder",
3414,@martaclases157,1,0,,
3415,@whiteboardgirl,1,1,,
3416,@mfoozee,1,1,Web Dev,
3417,@shaulsolomon,0,0,,
3418,@schjonhaug,4,4,Mobile Dev,
3419,@peterzen,1,0,,
3420,@allan,0,1,"Journalism, Blogging",
3421,@klabuca,0,0,"Journalism, Blogging, Marketing",Bachelor's Degree
3422,@colinorij,6,8,,
3423,@grantcharge,1,2,,
3424,@adrianocelentano,1,1,Mobile Dev,
3425,@amutz1976,0,1,,
3426,@visualfuel,0,0,,
3427,@androbwebb,0,0,"Web Dev, Software Dev, Mobile Dev, Finance",Bachelor's Degree
3428,@jfren,0,0,,
3429,@rebeccachulse,0,0,,
3430,@sadokx,13,16,UI/UX Design,
3431,@christensentr,1,0,"Web Dev, Crypto, Fitness",Bachelor's Degree
3432,@lilobase,3,2,,
3433,@pparma,0,0,,
3434,@jaunis,0,0,,
3435,@alanhalley,0,0,"Software Dev, Mobile Dev",Master's Degree
3436,@coinerz,6,0,,
3437,@uibiquity,7,8,,
3438,@britseeingstars,7,4,"Software Dev, Community",
3439,@oceanfiredance,0,0,,
3440,@charlesworthjc,3,8,,
3441,@kevinjamesparks,0,0,,
3442,@sinnot,3,8,Startup Founder,
3443,@hpoul,0,0,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Fitness",
3444,@jackh,5,1,Startup Founder,
3445,@mrdanielschwarz,15,9,Startup Founder,
3446,@pedreira05,0,0,,
3447,@the_nomad_polymath,0,0,,
3448,@kultvar,12,20,,
3449,@pzatrick,1,1,,
3450,@alan,1,0,,
3451,@robschad,0,0,"Coach, Fitness, Marketing, Ecommerce",High School
3452,@danielbeck82,1,3,Startup Founder,
3453,@dualta,0,2,,
3454,@giovanni,0,0,,
3455,@flyingjulie,0,0,,
3456,@flywithdmax,0,0,,
3457,@romanmandryk,1,1,,
3458,@spiceninja,1,1,Startup Founder,
3459,@gaotongfei,1,1,,
3460,@stephenkrohn,5,1,,
3461,@erlend_sh,2,0,Community,
3462,@simoelalj,0,0,,
3463,@traveladdict19,0,0,,
3464,@benlenarts,9,11,,
3465,@giorgenes,9,16,"Software Dev, Data",
3466,@steph2l,2,0,"Web Dev, Data, Fitness, Marketing, Ecommerce, SaaS, Sports",Master's Degree
3467,@scottroy01,0,0,"Data, Marketing",
3468,@karthicashokan,0,1,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Creative","High School, Bachelor's Degree, Master's Degree"
3469,@thrivehivelive,0,0,,
3470,@joshuapinter,11,2,Product Manager,
3471,@kevit,2,0,,
3472,@whitterstew,1,0,,
3473,@aja00,0,0,,
3474,@jpawlak2,0,0,,
3475,@otsuka1007,5,1,,
3476,@nomads_and_drifters,0,0,,
3477,@nachopescado,5,3,"Web Dev, Software Dev, Startup Founder",
3478,@michellaneousw,0,0,,
3479,@nomadwalkabout,0,0,Journalism,
3480,@heleneschmit,2,1,Coach,
3481,@tallguy55,0,0,,
3482,@dantoml,32,9,,
3483,@cylim,2,7,"Web Dev, Software Dev, Mobile Dev, Crypto",Bachelor's Degree
3484,@klemenselakovic,1,1,UI/UX Design,
3485,@markorandelovic,3,0,Journalism,
3486,@raphaeld,0,0,Sales,
3487,@axelut,14,16,Startup Founder,
3488,@annalena,0,0,,
3489,@oliviasuguri,0,0,Creative,Bachelor's Degree
3490,@andrewso,0,0,,
3491,@paulgr3,0,0,Startup Founder,Master's Degree
3492,@sami_trki,0,0,Web Dev,
3493,@mathieu,4,3,,
3494,@nesha8x8,0,3,Software Dev,
3495,@melissahui,11,9,UI/UX Design,
3496,@jowo,0,0,,
3497,@kuany870,0,0,,
3498,@kodecreative,2,2,,
3499,@evaneustace,0,0,,
3500,@michael183,0,1,,
3501,@alvinsj,9,11,,
3502,@janfabisiak,0,0,"Startup Founder, Finance, Education, Politics, Journalism, Coach, Geo, Sports",Master's Degree
3503,@stretford_dogs,1,2,,
3504,@bastienfp,0,0,"Web Dev, Startup Founder, Finance, Product Manager, Data, Marketing, Sales, Ecommerce, SaaS, Logistics, Hospitality","Bachelor's Degree, Master's Degree"
3505,@da11iard,0,1,,
3506,@illunious,1,1,,
3507,@andrewcross7,0,0,,
3508,@almograz,0,0,,
3509,@brittanyhill023,0,0,,
3510,@noqcks,0,1,,
3511,@sunnykgupta,4,6,Startup Founder,
3512,@patelkrystal,3,0,,
3513,@chrisjeon,1,2,Software Dev,
3514,@erinnlspringer,5,8,,
3515,@phil,1,1,"Startup Founder, Hospitality",Bachelor's Degree
3516,@larobotte,5,3,,
3517,@sosnovsky,3,6,,
3518,@wlavell,0,0,,
3519,@solra,0,0,,
3520,@albertjllo,0,0,,
3521,@dvcolgan,7,4,,
3522,@hadarhazangmailcom,0,0,"Medical, Community","Bachelor's Degree, Master's Degree"
3523,@tkrunning,90,326,,
3524,@robertlachnitt,0,0,,
3525,@kedaniels34,0,0,,
3526,@imagitec,0,3,,
3527,@kasia55,0,0,,
3528,@jameshowitt,0,0,,
3529,@querylous,0,0,,
3530,@leesea,0,0,,Master's Degree
3531,@charlesedward,0,0,,
3532,@damianlaw_mossy,0,0,Software Dev,
3533,@ggeorgiev,69,89,,
3534,@jaythi,0,0,,
3535,@ericvandenbroek,16,11,Startup Founder,
3536,@psyclmao,0,0,,
3537,@examachine,2,1,Startup Founder,
3538,@evan_t,1,1,,
3539,@jeanmoncrieff,6,2,"Startup Founder, Marketing",
3540,@stackhousehouse,4,3,,
3541,@clr,0,0,,
3542,@jonathancoxon,0,2,"Startup Founder, Finance",High School
3543,@tracyrusso,1,1,,
3544,@federicopistono,0,0,,
3545,@rodico,0,0,,
3546,@srg_b,1,1,,
3547,@alita,2,0,"Education, Creative, Blogging, Geo, Architecture, Hospitality",Bachelor's Degree
3548,@francoisx,0,0,,
3549,@scrb,0,0,"Web Dev, Software Dev, Crypto",
3550,@floridastnole,0,1,,
3551,@dinhhoaitram,0,0,"Education, Creative, Blogging",Bachelor's Degree
3552,@shidhincr,7,14,,
3553,@marimalari,0,1,,
3554,@raphael_b,7,3,,
3555,@robertbirchall,1,0,,
3556,@georgemillo,3,0,,
3557,@ryangum,18,13,"Startup Founder, Marketing",
3558,@captaing,0,5,,
3559,@tim949,0,0,,
3560,@johnnybd,1,2,,
3561,@pablomolnar,1,0,,
3562,@cowlicks,0,1,,
3563,@isabellabrookes,29,39,,
3564,@mw,2,4,,
3565,@daanpruijssers,1,1,"Web Dev, UI/UX Design, Startup Founder, Creative, Blogging, Fitness, Marketing, Sales, Ecommerce, SaaS, Sports","High School, Bachelor's Degree"
3566,@eduardezeanu,1,2,Coach,
3567,@yimmj,0,0,,
3568,@iramalama,2,0,Software Dev,
3569,@kcseton,0,0,,
3570,@muratkun,3,3,,
3571,@malika,0,1,Education,Master's Degree
3572,@vanvleit,1,1,Startup Founder,
3573,@jadi4nd,0,0,,
3574,@jjperezaguinaga,8,4,Startup Founder,Bachelor's Degree
3575,@jacobeus,0,0,"Startup Founder, Fitness",
3576,@thomasascioglu,1,0,,
3577,@kristine_s_,1,0,,
3578,@arianna,0,1,,
3579,@nateyu,1,0,"Startup Founder, Crypto, Marketing, Ecommerce",
3580,@juhakovanen,0,0,,
3581,@dany,0,1,"Software Dev, Data",
3582,@icastanheda,3,3,,
3583,@cansinyildiz,0,1,Web Dev,
3584,@maxsalven,0,3,,
3585,@far_and_wide_with_joe,0,0,"Blogging, Data, Marketing, Sales, Support, Hospitality",
3586,@blakebo,6,2,Software Dev,
3587,@anamatsusaki,2,0,,
3588,@londonday,0,0,,
3589,@flygeneticist,9,11,"Web Dev, Startup Founder",
3590,@cnd_illusions,0,0,,
3591,@michaelfreer5,0,0,,
3592,@msfx,2,1,VR Dev,
3593,@dmitriyabr,0,0,,
3594,@leghoff,0,0,,
3595,@wildcard604,0,0,,
3596,@carosimon,0,3,"Web Dev, Software Dev, Education, Coach, SaaS",Bachelor's Degree
3597,@philsalesses,2,0,,
3598,@ericvan,8,8,Marketing,
3599,@jasongalvin,0,3,,
3600,@gnkarla,0,0,,
3601,@gkatsanos,2,0,,
3602,@allenpreneur,0,0,,
3603,@mayukojpn,0,5,"Web Dev, Blogging, Community, Sales",Bachelor's Degree
3604,@simonscott,2,0,,
3605,@thefeed2000,17,0,,
3606,@valeriefidan,2,0,,
3607,@allnacho,25,43,,
3608,@hmanji,0,0,,
3609,@kickthegrind,21,9,,
3610,@ykfoo2,0,0,,
3611,@andrewculver,65,34,Startup Founder,
3612,@luciazw,11,6,Marketing,
3613,@patrickbolle,1,0,,
3614,@rfmoerdowo,0,2,,
3615,@shotsuda,1,13,"Startup Founder, Crypto, Creative, Community",Master's Degree
3616,@johanhenriksson,8,16,,
3617,@hella_gela,0,0,,
3618,@tehgreggles,0,0,,
3619,@yildizalidzhikova,2,1,,
3620,@jannisnbetschki,0,0,,
3621,@piggybackrideaz,23,26,,
3622,@elliotyeo,9,15,,
3623,@info361,0,0,"Blogging, Marketing",Master's Degree
3624,@chodane,0,0,Finance,"High School, Bachelor's Degree"
3625,@nomannator,0,1,,
3626,@tschentscher,1,1,"Web Dev, Startup Founder, Data",
3627,@bastienbricout,1,0,"Finance, Crypto, Creative, Blogging, Coach, Marketing, Sales, Ecommerce",
3628,@suzanbalaa,0,0,,
3629,@benstarr88,0,1,,
3630,@dragho,0,0,,
3631,@vanschneider,520,13,,
3632,@nethunter,0,4,,
3633,@kevmar08,12,9,Mobile Dev,
3634,@amin89,0,2,,
3635,@flexhuddle,2,0,Community,
3636,@alex_marchant,0,0,,
3637,@adambard,12,4,,
3638,@tanichambers,0,0,,
3639,@mlakhia,5,4,,
3640,@agrberg,1,0,,
3641,@risico,2,2,,
3642,@westegggatsby,0,1,,
3643,@svichot,3,3,,
3644,@cedric,0,0,"Web Dev, UI/UX Design",
3645,@amber,1,2,,
3646,@scuba_nicki,0,0,,
3647,@coleton,0,0,,
3648,@taylorletterman,11,15,"Web Dev, Marketing",
3649,@canuckdan,0,1,,
3650,@monkeyinsf,0,0,,
3651,@effy_young,0,0,,
3652,@ashleystonedrum,0,0,,
3653,@ambroisedebret,0,1,,
3654,@imonterodin,0,0,,
3655,@mike1,1,0,,
3656,@shaneboug,0,0,"Coach, Fitness, Sports",
3657,@tinetoon,0,0,,
3658,@nicolasfrederic,0,1,,
3659,@sheisanomadph,0,1,,
3660,@jongjin,47,156,"Web Dev, Startup Founder, Politics, Creative, Community, SaaS",Bachelor's Degree
3661,@martinstenius,1,1,,
3662,@rachelanderson359,0,0,,
3663,@pfitznerrene,0,0,,
3664,@fabienrosier,0,0,,
3665,@mhjarahi,0,1,,
3666,@maxarrowhead,0,0,,
3667,@andremccarv,0,1,,
3668,@joreira,10,5,,
3669,@atu,193,64,,
3670,@picsoung,23,32,Startup Founder,
3671,@naumank,0,1,"Web Dev, Startup Founder, Creative, Journalism, Blogging, Marketing",
3672,@witzelfitz,1,1,"Web Dev, UI/UX Design, Crypto, Education, Blogging, Community, Marketing",Master's Degree
3673,@binario,0,0,Software Dev,
3674,@oricoh,1,4,,
3675,@alexmiddel,2,4,"Startup Founder, Marketing",
3676,@micksalas,0,0,,
3677,@andrewtransini,0,0,,
3678,@astroboysoup,2,4,,
3679,@arman,9,4,Startup Founder,
3680,@gregmanko,0,0,"Startup Founder, Finance, Creative, Marketing",Master's Degree
3681,@madebykeegan,0,0,,
3682,@msalissa_j,0,5,Coach,
3683,@slavochek,0,0,Startup Founder,
3684,@ivandequito,0,2,Startup Founder,
3685,@kfritz52,0,0,,
3686,@jamesonzimmer,0,0,,
3687,@totallyorangeja,0,0,,
3688,@rbndickson,2,3,,
3689,@daedtech,10,3,,
3690,@edusantorini,0,1,,
3691,@stevechadaway,0,2,"Web Dev, Startup Founder",
3692,@joeyfenny,0,1,"Web Dev, Software Dev, UI/UX Design, Startup Founder, Finance, Crypto, Product Manager, Creative, Data, Fitness, Community, Marketing, Sales, Ecommerce, SaaS, Geo, Sports, Logistics, Architecture",High School
3693,@benjihyam,53,16,Startup Founder,
3694,@cash61,0,0,Coach,
3695,@ashmchang,2,4,,
3696,@thekla,0,3,Creative,
3697,@stephanegosselin,0,0,,
3698,@gourlaoueneric,0,0,Software Dev,"High School, Bachelor's Degree, Master's Degree"
3699,@jbweimar,0,0,,
3700,@masaharu_hayataki,0,0,,
3701,@yapjiaqing,1,4,Startup Founder,
3702,@rusintez,1,4,,
3703,@bastianernst,8,5,Marketing,
3704,@bavals,2,3,,
3705,@aventure,0,0,"Startup Founder, Product Manager",
3706,@manavo,5,9,"Web Dev, Software Dev, SaaS","High School, Bachelor's Degree, Master's Degree"
3707,@kimw,14,7,,
3708,@thehouselp,7,11,,
3709,@daslusan,4,9,,
3710,@julesmarie,14,13,Web Dev,
3711,@demin,0,0,"Web Dev, Mobile Dev, Startup Founder, Sales, Ecommerce",
3712,@glennangelo,4,2,"Software Dev, UI/UX Design, Creative",Bachelor's Degree
3713,@dunjalazic,14,20,"Coach, Marketing",
3714,@timbuktu,2,2,Startup Founder,
3715,@natalievmason,0,0,,
3716,@carloslerma,0,0,Web Dev,High School
3717,@divyangbw,1,0,,
3718,@hydroseal,0,0,,
3719,@hillary_br,6,5,Marketing,
3720,@joanatype,1,4,,
3721,@jimit_shah,2,8,Web Dev,
3722,@allenlsy,2,2,,
3723,@jonbarrett1,0,0,"Coach, Marketing",
3724,@zachetcetc,0,0,Startup Founder,Bachelor's Degree
3725,@codyliu,0,0,,
3726,@snehainguva,10,4,Software Dev,
3727,@9102180,0,0,,
3728,@bneiluj,1,0,"Web Dev, Software Dev, Mobile Dev, UI/UX Design, Game Dev, VR Dev, Startup Founder, Finance, Crypto, Creative, Data, Geo, Sports",Master's Degree
3729,@hgreenwood,13,16,,
3730,@markbrooks,4,5,"Blogging, Community, Marketing, Sales",Master's Degree
3731,@amberrcummings,0,0,,
3732,@angie,23,22,Startup Founder,
3733,@tronaxp,0,0,"Web Dev, Software Dev, Ecommerce",Bachelor's Degree
3734,@ovivoda,0,0,,
3735,@foxy96,0,0,,
3736,@emilisto,1,2,,
3737,@codingz,0,0,"Web Dev, Software Dev, Mobile Dev, Startup Founder, Crypto",Bachelor's Degree
3738,@w_b_a__r,7,9,Startup Founder,
3739,@phil474,0,0,"Software Dev, Mobile Dev, Startup Founder",
3740,@hello513,0,0,,
3741,@amarshall664,8,23,Product Manager,"High School, Bachelor's Degree"
3742,@boldmoves,3,2,,
3743,@sparkhunteruk,6,7,,
3744,@jonathangall,0,0,,
3745,@anton_shineft,0,2,,
3746,@robboloveswords,0,0,,
3747,@ondrejkubala,3,5,Marketing,
3748,@mialiou,0,0,,
3749,@dfcowell,9,8,,
3750,@dangel,0,0,,
3751,@jraisanen,1,3,,
3752,@michal317,0,0,,
3753,@yuko,0,0,"Creative, Blogging",Bachelor's Degree
3754,@kirkbeard,1,0,,
3755,@harris,2,0,,
3756,@zakgottlieb,2,1,,
3757,@sn,0,0,,
3758,@fotosdelviaje,2,1,Startup Founder,
3759,@bdeck,1,0,"Sales, Ecommerce, Support, Logistics",Bachelor's Degree
3760,@ndre,0,1,,
3761,@volodymyr_sadykov,0,0,"UI/UX Design, Creative, Community","High School, Bachelor's Degree, Master's Degree"
3762,@n_richer,0,0,Startup Founder,
3763,@kershaw87,4,2,Startup Founder,
3764,@exploremagic,0,0,,
3765,@quasi,1,1,Web Dev,
3766,@kapimac,1,7,Marketing,Bachelor's Degree
3767,@dawbs,0,0,,
3768,@jsoklevski,0,0,,
3769,@azizaosman,0,2,"Startup Founder, Education",
3770,@bacbos,0,0,,
3771,@acbarron,0,0,,
3772,@capoma1,2,2,"Product Manager, Community, Marketing, Ecommerce, Support",Bachelor's Degree
3773,@kristyna,0,0,,
3774,@cole,31,48,,
3775,@xyliaburos,2,7,,
3776,@kristine,0,0,,
3777,@martindonadieu,0,0,,
3778,@millerclayton,0,0,,"Bachelor's Degree, Master's Degree"
3779,@worth_every_min,0,0,,
3780,@horseyt9ns,0,0,,
3781,@dinchamion,1,3,,
3782,@maxime,0,1,,
3783,@richlitt,62,45,,
3784,@adamsimms,4,3,,
3785,@asfktz,2,1,,
3786,@tfiejdasz,0,0,,
3787,@christoph,0,0,,
3788,@harmonyjpalmer,0,0,,
3789,@podviaznikov,12,31,,
3790,@andyafk,1,0,"Web Dev, Software Dev, Mobile Dev, SaaS",Bachelor's Degree
3791,@ingoworkstyles,0,0,,
3792,@tornado64,1,0,,
3793,@nz_djston,3,9,"Web Dev, Software Dev",
3794,@gabrielizaias,4,10,Software Dev,
3795,@watson,28,9,Startup Founder,
3796,@marcoagner,6,5,"Software Dev, Startup Founder",
3797,@tinagillitzer,0,0,Creative,High School
3798,@matthud,0,0,,
3799,@wooster,2,0,"Web Dev, Software Dev, Startup Founder, SaaS",
3800,@jeffwilser,2,1,"Crypto, Creative, Journalism","High School, Bachelor's Degree, Master's Degree"
3801,@sandervd,0,0,,
3802,@okiciya,0,1,,
3803,@thos,4,5,,
3804,@bobbilee19,15,16,,
3805,@margo,1,3,,
3806,@mattmili,4,2,Startup Founder,
3807,@harishchouhan,91,48,Startup Founder,
3808,@dinaramay,4,5,Creative,
3809,@di,9,13,,
3810,@rus,3,3,"Startup Founder, Crypto, Marketing, SaaS",
3811,@nappels,0,0,,
3812,@dropshipboom,0,0,,
3813,@hashtagwayne,0,1,,
3814,@sipulovaeva,0,0,,
3815,@marcus,0,2,"Data, Marketing",
3816,@sorinseo,0,0,,
3817,@cyndidawes,0,0,,
3818,@victoriathoo,2,2,,
3819,@jwlee84,5,5,"Software Dev, Startup Founder, Education, Creative",Bachelor's Degree
3820,@msouthern,1,0,,Bachelor's Degree
3821,@vskrsnie,0,0,,
3822,@aelay,0,1,,
3823,@homakov,98,3,Startup Founder,
3824,@stephlizwalden,0,0,,
3825,@sandochee,1,1,Startup Founder,
3826,@bartoszkrupa,2,1,,
3827,@anniestrout,1,0,,
3828,@islandjackie,2,2,"Startup Founder, Journalism",
3829,@cameron,3,4,Mobile Dev,
3830,@brettbivens,4,4,,
3831,@uncompromise,0,1,Startup Founder,
